10%,20%_1,20%_2,Thi
0.8375,1.4500000000000002,1.7000000000000002,4.5
0.8250000000000001,1.4500000000000002,1.7000000000000002,4.5
0.8500000000000001,1.5,1.7000000000000002,5.0
0.4,1.4500000000000002,1.7000000000000002,4.5
0.875,1.5,1.7000000000000002,4.75
0.775,1.55,1.55,3.75
0.7000000000000001,0.6000000000000001,1.4000000000000001,3.5
0.75,1.5,1.5,3.75
0.7000000000000001,1.4000000000000001,1.4000000000000001,3.5
0.7250000000000001,1.4000000000000001,1.4000000000000001,3.75
0.7625000000000001,1.4500000000000002,1.4000000000000001,3.625
0.775,1.4500000000000002,1.4500000000000002,3.75
0.7625000000000001,1.475,1.55,3.75
0.75,1.3,1.35,3.5
0.75,1.4500000000000002,1.4000000000000001,3.625
0.8500000000000001,1.6,1.8,4.5
0.8125,1.5250000000000001,1.5,3.875
0.8125,1.5250000000000001,1.55,3.875
0.8250000000000001,1.5750000000000002,1.6,3.75
0.8,1.4500000000000002,1.6500000000000001,4.0
0.775,1.4000000000000001,1.2000000000000002,3.75
0.8250000000000001,1.4500000000000002,1.3,4.0
0.35000000000000003,0.0,0.0,0.0
0.875,1.6,1.8,4.25
0.775,1.4500000000000002,1.35,4.0
0.8,1.4000000000000001,1.4000000000000001,3.75
0.775,1.5250000000000001,1.5,3.75
0.7250000000000001,1.5,1.4000000000000001,3.5
0.375,1.4000000000000001,1.4000000000000001,3.5
0.8,1.425,1.4000000000000001,3.625
0.775,1.4000000000000001,1.4000000000000001,3.5
0.8125,1.4500000000000002,1.4000000000000001,3.75
0.8500000000000001,0.75,1.4000000000000001,3.5
0.8,0.75,1.4000000000000001,4.0
0.8375,1.5350000000000001,1.4000000000000001,3.75
0.75,1.5,1.5,4.0
0.8250000000000001,1.55,1.4000000000000001,4.0
0.7000000000000001,1.4000000000000001,1.4000000000000001,4.0
0.8250000000000001,1.6,1.5,4.125
0.775,1.4000000000000001,1.4000000000000001,4.0
0.8250000000000001,1.4500000000000002,1.4000000000000001,4.0
0.775,1.4000000000000001,1.3,3.625
0.7400000000000001,1.35,1.2000000000000002,3.5
0.75,1.2000000000000002,1.2000000000000002,3.25
0.0,0.0,0.0,0.0
0.775,1.3,1.5,3.75
0.8,1.4500000000000002,1.5,3.75
0.8250000000000001,1.6500000000000001,1.7000000000000002,4.0
0.8,1.4000000000000001,1.5,3.75
0.8250000000000001,1.5,1.5,3.875
0.8,1.5750000000000002,1.3,3.875
0.8250000000000001,1.5,1.3,3.75
0.775,1.5,1.4000000000000001,3.75
0.8,1.4500000000000002,1.3,3.75
0.8125,1.5750000000000002,1.2000000000000002,3.875
0.75,1.2000000000000002,1.4000000000000001,3.25
0.75,1.5250000000000001,1.7000000000000002,4.0
0.7250000000000001,1.3,1.5,4.0
0.775,1.6,1.9000000000000001,4.5
0.7125,1.4000000000000001,1.5,4.0
0.0,0.0,0.0,0.0
0.7625000000000001,1.475,1.4000000000000001,3.5
0.0,0.0,0.0,0.0
0.0,1.55,1.5,3.0
0.75,1.4000000000000001,1.4000000000000001,3.5
0.7000000000000001,1.25,1.2000000000000002,3.5
0.0,0.0,0.0,0.0
0.05,1.1500000000000001,1.0,3.5
0.7375,1.475,1.3,3.75
0.375,0.525,1.2000000000000002,3.0
0.8250000000000001,1.55,1.6500000000000001,4.0
0.35000000000000003,0.65,1.2000000000000002,3.25
0.7250000000000001,1.3,1.2000000000000002,3.25
0.775,0.7000000000000001,1.5,3.75
0.0,0.0,0.0,0.0
0.65,1.3,1.2000000000000002,3.25
0.55,1.1,1.2000000000000002,2.5
0.65,1.4000000000000001,1.4000000000000001,3.375
0.7250000000000001,1.1,1.4000000000000001,3.0
0.75,1.0,1.2000000000000002,3.0
0.8,1.2000000000000002,1.2000000000000002,3.0
0.9,1.6,1.6,4.0
0.75,1.0,1.2000000000000002,3.0
0.65,1.2000000000000002,1.2000000000000002,3.0
0.8,1.3,1.4000000000000001,3.5
0.8,1.4000000000000001,1.4000000000000001,3.0
0.8,1.4000000000000001,1.4000000000000001,3.5
0.7238650442477876,1.2964380530973452,1.341858407079646,3.321986607142857
0.7238650442477876,1.2964380530973452,1.341858407079646,3.321986607142857
1.0,1.3,1.6,3.25
1.0,1.6,1.6,4.25
1.0,1.3,1.5,3.5
0.7000000000000001,1.2000000000000002,1.4000000000000001,3.5
1.0,1.35,1.6,3.5
1.0,1.3,1.6,3.5
0.7000000000000001,1.2000000000000002,1.3,3.321986607142857
0.7120000000000001,1.25,1.4000000000000001,3.25
0.775,1.25,1.4500000000000002,3.125
0.735,1.2000000000000002,1.4000000000000001,3.0
0.75,1.1,1.3,3.0
0.7120000000000001,1.1500000000000001,1.3,3.125
1.0,1.2000000000000002,1.3,3.25
1.0,1.3,1.3,3.25
0.7000000000000001,1.0,1.3,3.0
1.0,1.2000000000000002,1.3,3.25
1.0,1.3,1.3,3.25
0.9,1.25,1.4000000000000001,3.5
0.8,1.2000000000000002,1.3,3.25
0.9,1.4500000000000002,1.5,3.75
0.8,1.35,1.3,3.25
0.8,1.3,1.2000000000000002,3.0
0.8,1.2000000000000002,1.1,2.5
0.75,1.3,1.25,2.75
0.8500000000000001,1.1500000000000001,1.3,2.5
0.8,1.2000000000000002,1.3,2.5
0.7000000000000001,1.2000000000000002,1.2000000000000002,2.5
0.7000000000000001,1.4000000000000001,1.2000000000000002,2.5
0.7250000000000001,1.35,1.3,2.5
0.7000000000000001,1.3,1.2000000000000002,2.5
0.55,1.0,1.0,2.5
0.6000000000000001,1.3,1.2000000000000002,2.5
0.9,1.4000000000000001,1.3,3.0
0.9,1.4000000000000001,1.2000000000000002,3.0
0.7000000000000001,1.3,1.2000000000000002,3.0
0.9,1.4000000000000001,1.3,3.0
0.9,1.4000000000000001,1.2000000000000002,3.0
0.8,1.35,1.4000000000000001,3.5
0.8,1.35,1.6,3.5
0.8,1.3,1.5,3.5
0.8250000000000001,1.0,1.6,3.5
0.775,1.3,1.4000000000000001,3.5
0.9,1.5,1.4000000000000001,3.5
0.8,1.3,1.3,3.25
0.8,1.4000000000000001,1.4000000000000001,3.5
0.8,1.4000000000000001,1.4000000000000001,3.5
0.8,1.4000000000000001,1.4000000000000001,3.5
0.75,1.5,1.6,4.0
0.8,1.4000000000000001,1.6,4.0
0.8500000000000001,1.6500000000000001,1.6,4.0
0.8500000000000001,1.4000000000000001,1.3,3.25
0.8500000000000001,1.5,1.5,3.75
0.7000000000000001,1.4000000000000001,1.5,3.5
0.7000000000000001,1.4500000000000002,1.4000000000000001,3.5
0.7000000000000001,0.65,1.4500000000000002,3.625
0.7000000000000001,1.5,1.6,3.75
0.7000000000000001,1.4500000000000002,1.4500000000000002,3.5
0.7000000000000001,1.35,1.5,3.25
0.75,1.4000000000000001,1.6,4.5
0.7000000000000001,1.3,1.3,3.25
0.7000000000000001,1.4000000000000001,1.5,3.75
0.7000000000000001,1.4000000000000001,1.4000000000000001,3.321986607142857
0.6000000000000001,1.3,1.4000000000000001,3.375
0.65,1.4500000000000002,1.55,3.75
0.5750000000000001,1.35,1.4500000000000002,3.5
0.675,1.4000000000000001,1.5,3.625
0.6000000000000001,1.3,1.4000000000000001,3.375
0.8380000000000001,1.4000000000000001,1.35,3.0
0.8880000000000001,1.4000000000000001,1.2000000000000002,3.25
0.8130000000000002,1.3,1.2000000000000002,2.5
0.788,1.4000000000000001,1.2000000000000002,2.5
0.8250000000000001,1.5,1.3,2.5
0.875,1.6,1.4000000000000001,3.5
0.35000000000000003,1.35,1.4000000000000001,3.5
0.75,1.6,1.4000000000000001,3.75
0.7000000000000001,1.4500000000000002,1.4000000000000001,3.625
0.7000000000000001,1.425,1.3,3.25
0.7000000000000001,1.5,1.4000000000000001,3.5
0.8,1.3,1.2000000000000002,3.0
0.76,1.4000000000000001,1.4000000000000001,3.5
0.675,1.1,1.3,3.25
0.7400000000000001,1.1500000000000001,1.16,3.0
0.6900000000000001,1.35,1.0,2.5
0.775,1.32,1.2000000000000002,3.5
0.7000000000000001,1.4000000000000001,1.5,3.5
0.7000000000000001,1.4800000000000002,1.4500000000000002,3.375
0.7250000000000001,1.3,1.6,3.875
0.6825000000000001,1.4000000000000001,1.4000000000000001,3.5
0.7250000000000001,1.4500000000000002,1.5,3.75
0.7250000000000001,1.3,1.3,3.25
0.6325000000000001,1.2000000000000002,1.25,3.0
0.7000000000000001,1.2000000000000002,1.2000000000000002,3.0
0.65,1.2000000000000002,1.35,3.0
0.7250000000000001,1.3,1.35,3.25
0.7125,1.35,1.2000000000000002,3.25
0.7625000000000001,1.425,1.2000000000000002,2.5
0.7625000000000001,1.36,1.4000000000000001,3.0
0.675,1.4500000000000002,1.4000000000000001,3.0
0.7000000000000001,1.375,1.4000000000000001,3.25
0.7375,1.4000000000000001,1.35,3.25
0.6875,1.4000000000000001,1.35,3.5
0.7250000000000001,1.375,1.4500000000000002,3.625
0.6875,1.425,1.4000000000000001,3.375
0.7125,1.425,1.4000000000000001,3.375
0.7250000000000001,0.675,1.4000000000000001,3.25
0.65,1.35,1.3,3.125
0.65,1.375,1.35,3.375
0.30000000000000004,0.0,0.0,0.0
0.7125,1.375,1.4500000000000002,3.5
0.775,1.675,1.6,4.25
0.75,1.625,1.6,4.25
0.7125,1.55,1.5,4.0
0.775,1.5250000000000001,1.4000000000000001,3.75
0.7375,1.625,1.6,4.0
0.0,0.0,0.0,0.0
0.7125,1.5,1.5,3.25
0.6875,1.425,1.5,3.25
0.6625000000000001,1.3,1.3,2.875
0.375,0.675,1.3,3.0
0.775,1.5750000000000002,1.6,3.75
0.75,1.5250000000000001,1.55,3.75
0.7125,1.5250000000000001,1.5,3.75
0.7125,1.475,1.4500000000000002,3.5
0.675,1.75,1.8,4.25
0.75,1.2000000000000002,1.3,3.25
0.75,1.35,1.25,3.125
0.7250000000000001,1.3,1.3,3.0
0.7875000000000001,1.25,1.3,3.25
0.8250000000000001,1.6,1.6,4.0
0.7125,1.3,1.25,3.0
0.7250000000000001,0.0,0.0,0.0
0.6875,1.3,1.2000000000000002,2.5
0.6375000000000001,1.2750000000000001,1.2000000000000002,2.5
0.7250000000000001,1.3,1.3,3.0
0.7375,1.3,1.5,3.5
0.7250000000000001,1.35,1.4000000000000001,3.5
0.7125,1.35,1.35,3.5
0.775,1.2750000000000001,1.5,3.5
0.7875000000000001,1.225,1.35,3.5
